Instrument;last Time;Kaufpreis;last Price;TakeProfit;StopLoss;macd;macdTrigger;parabolicSAR;ema
USD_CNH;2022-06-06T18:58;-999,504794;6,657000;6,643690;6,663660;0,000268;0,000265;6,658023;6,655105
NZD_USD;2022-06-06T18:58;-999,504794;0,648700;0,647400;0,649350;-0,000069;-0,000083;0,648502;0,649504
NZD_HKD;2022-06-06T18:58;-999,504794;5,089000;5,078820;5,094090;-0,000623;-0,000774;5,087113;5,095553
USD_NOK;2022-06-06T18:58;-999,504794;9,433200;9,414330;9,442630;0,002402;0,002121;9,430696;9,418015
NZD_SGD;2022-06-06T18:58;-999,504794;0,893100;0,891310;0,893990;-0,000054;-0,000071;0,892836;0,893748
CAD_JPY;2022-06-06T18:58;-999,504794;104,950000;104,740000;105,055000;0,016005;0,012215;104,873507;104,770724
AUD_CHF;2022-06-06T18:58;-999,504794;0,698400;0,697000;0,699100;-0,000076;-0,000110;0,698355;0,698227
NZD_CHF;2022-06-06T18:58;-999,504794;0,630100;0,628840;0,630730;-0,000010;-0,000040;0,629849;0,629867
USD_SGD;2022-06-06T18:58;-999,504794;1,376700;1,373950;1,378080;0,000068;0,000068;1,376614;1,375982
EUR_SEK;2022-06-06T18:58;-999,504794;10,475100;10,454150;10,485580;0,001540;0,001366;10,479889;10,467055
HKD_JPY;2022-06-06T18:58;-999,504794;16,825200;16,791000;16,843000;0,003110;0,003437;16,820964;16,789137
AUD_HKD;2022-06-06T18:58;-999,504794;5,641000;5,629720;5,646640;-0,001153;-0,001337;5,637918;5,648505
AUD_JPY;2022-06-06T18:58;1999,009588;94,910000;95,100000;94,815000;-0,002034;-0,003017;94,834742;94,829714
EUR_ZAR;2022-06-06T18:58;-999,504794;16,508800;16,475780;16,525310;-0,000677;-0,000768;16,507322;16,504598
EUR_AUD;2022-06-06T18:58;-999,504794;1,486400;1,483430;1,487890;0,000144;0,000202;1,487352;1,485620
USD_THB;2022-06-06T18:40;-999,504794;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
USD_TRY;2022-06-06T18:59;-999,504794;16,572500;16,539360;16,589070;-0,000285;-0,000372;16,573116;16,576730
EUR_TRY;2022-06-06T18:59;-999,504794;17,716600;17,681170;17,734320;-0,001480;-0,001749;17,713440;17,732329
ZAR_JPY;2022-06-06T18:59;-999,504794;8,540000;8,522000;8,549000;0,001400;0,002630;8,547362;8,531866
TRY_JPY;2022-06-06T18:58;-999,504794;7,960000;7,944000;7,968000;0,003153;0,002958;7,959266;7,931520
GBP_NZD;2022-06-06T18:58;-999,504794;1,932000;1,928140;1,933930;0,000111;0,000144;1,932494;1,930268
NZD_USD;2022-06-06T18:58;-999,504794;0,648700;0,647400;0,649350;-0,000069;-0,000083;0,648502;0,649504
NZD_HKD;2022-06-06T18:58;-999,504794;5,089000;5,078820;5,094090;-0,000623;-0,000774;5,087113;5,095553
NZD_SGD;2022-06-06T18:58;-999,504794;0,893100;0,891310;0,893990;-0,000054;-0,000071;0,892836;0,893748
NZD_CHF;2022-06-06T18:58;-999,504794;0,630100;0,628840;0,630730;-0,000010;-0,000040;0,629849;0,629867
NZD_JPY;2022-06-06T18:58;1999,009588;85,610000;85,782000;85,524000;0,005219;0,004495;85,570704;85,545850
CHF_HKD;2022-06-06T19:00;-999,504794;8,077300;8,061150;8,085380;-0,000601;-0,000692;8,076057;8,089132
USD_CAD;2022-06-06T19:00;-999,504794;1,257400;1,254890;1,258660;-0,000027;0,000045;1,258041;1,257004
USD_INR;2022-06-06T18:55;-999,504794;77,760000;77,604000;77,838000;0,000081;-0,001120;77,748195;77,689256
EUR_CHF;2022-06-06T19:00;-999,504794;1,038200;1,036120;1,039240;0,000002;-0,000010;1,038333;1,037363
EUR_CAD;2022-06-06T19:00;-999,504794;1,344300;1,341610;1,345640;-0,000103;-0,000043;1,344658;1,344649
USD_THB;2022-06-06T18:40;-999,504794;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
USD_TRY;2022-06-06T19:01;-999,504794;16,572400;16,539260;16,588970;-0,000254;-0,000332;16,572934;16,576645
EUR_TRY;2022-06-06T19:01;-999,504794;17,715100;17,679670;17,732820;-0,001538;-0,001707;17,713948;17,731987
ZAR_JPY;2022-06-06T19:01;-999,504022;8,540000;8,522000;8,549000;0,001070;0,001977;8,545924;8,532028
TRY_JPY;2022-06-06T19:01;-999,504022;7,960000;7,944000;7,968000;0,002971;0,003107;7,960660;7,932084
GBP_NZD;2022-06-06T18:58;-999,503219;1,932000;1,928140;1,933930;0,000111;0,000144;1,932494;1,930268
NZD_USD;2022-06-06T18:58;-999,503219;0,648700;0,647400;0,649350;-0,000069;-0,000083;0,648502;0,649504
NZD_HKD;2022-06-06T18:58;-999,501724;5,089000;5,078820;5,094090;-0,000623;-0,000774;5,087113;5,095553
NZD_SGD;2022-06-06T18:58;-999,501724;0,893100;0,891310;0,893990;-0,000054;-0,000071;0,892836;0,893748
NZD_CHF;2022-06-06T18:58;-999,501724;0,630100;0,628840;0,630730;-0,000010;-0,000040;0,629849;0,629867
NZD_JPY;2022-06-06T18:58;1999,003448;85,610000;85,782000;85,524000;0,005219;0,004495;85,570704;85,545850
USD_INR;2022-06-06T18:55;-999,501724;77,760000;77,604000;77,838000;0,000081;-0,001120;77,748195;77,689256
USD_HUF;2022-06-06T19:01;-999,501724;362,700000;361,974000;363,063000;0,029128;-0,002166;362,566009;362,548759
NZD_CAD;2022-06-06T18:58;-999,501724;0,815800;0,814170;0,816620;-0,000075;-0,000053;0,815941;0,816460
EUR_SGD;2022-06-06T19:01;-999,501724;1,471600;1,468660;1,473070;-0,000055;-0,000048;1,471867;1,471912
AUD_USD;2022-06-06T19:01;-999,501724;0,719100;0,717660;0,719820;-0,000082;-0,000131;0,718885;0,719969
EUR_USD;2022-06-06T19:01;-999,501724;1,069000;1,066860;1,070070;-0,000068;-0,000082;1,069225;1,069652
GBP_AUD;2022-06-06T19:01;-999,501724;1,742900;1,739410;1,744640;0,000155;0,000247;1,743617;1,741349
USD_PLN;2022-06-06T19:01;-999,501724;4,292500;4,283920;4,296790;0,000362;0,000228;4,292103;4,288886
CAD_HKD;2022-06-06T19:01;-999,501724;6,237500;6,225030;6,243740;-0,000016;-0,000313;6,235513;6,240599
GBP_CAD;2022-06-06T19:01;-999,501724;1,576400;1,573250;1,577980;-0,000051;-0,000020;1,576543;1,576092
USD_THB;2022-06-06T18:40;-999,501724;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
USD_TRY;2022-06-06T19:01;-999,501724;16,572400;16,539260;16,588970;-0,000254;-0,000332;16,572934;16,576645
EUR_TRY;2022-06-06T19:01;-999,501724;17,716400;17,680970;17,734120;-0,001434;-0,001696;17,713948;17,732000
TRY_JPY;2022-06-06T19:01;-999,501724;7,960000;7,944000;7,968000;0,002971;0,003107;7,960660;7,932084
GBP_NZD;2022-06-06T18:58;-999,501724;1,932000;1,928140;1,933930;0,000111;0,000144;1,932494;1,930268
NZD_USD;2022-06-06T18:58;-999,501724;0,648700;0,647400;0,649350;-0,000069;-0,000083;0,648502;0,649504
NZD_HKD;2022-06-06T18:58;-999,501724;5,089000;5,078820;5,094090;-0,000623;-0,000774;5,087113;5,095553
NZD_SGD;2022-06-06T18:58;-999,501724;0,893100;0,891310;0,893990;-0,000054;-0,000071;0,892836;0,893748
NZD_CHF;2022-06-06T18:58;-999,501724;0,630100;0,628840;0,630730;-0,000010;-0,000040;0,629849;0,629867
EUR_DKK;2022-06-06T19:02;-999,501724;7,439200;7,424320;7,446640;0,000019;0,000006;7,439134;7,439035
USD_THB;2022-06-06T18:40;-999,501599;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
USD_ZAR;2022-06-06T19:02;-999,501599;15,451300;15,420400;15,466750;0,001923;0,001257;15,442770;15,429803
USD_TRY;2022-06-06T19:02;-999,501599;16,572500;16,539360;16,589070;-0,000228;-0,000310;16,572854;16,576605
EUR_TRY;2022-06-06T19:02;-999,501599;17,716000;17,680570;17,733720;-0,001416;-0,001672;17,714187;17,731834
GBP_ZAR;2022-06-06T19:02;-999,501599;19,369400;19,330660;19,388770;0,002155;0,000798;19,362230;19,346086
TRY_JPY;2022-06-06T19:01;-999,501599;7,960000;7,944000;7,968000;0,002971;0,003107;7,960660;7,932084
USD_HKD;2022-06-06T19:03;-999,501599;7,845000;7,829310;7,852840;0,000015;-0,000137;7,844318;7,844894
GBP_NZD;2022-06-06T19:03;-999,501599;1,932200;1,928340;1,934130;0,000119;0,000143;1,932463;1,930287
CHF_ZAR;2022-06-06T19:03;-999,501599;15,909900;15,878080;15,925810;0,001124;0,000296;15,905082;15,909861
NZD_USD;2022-06-06T19:03;-999,501599;0,648700;0,647400;0,649350;-0,000064;-0,000082;0,648517;0,649496
AUD_NZD;2022-06-06T19:03;1999,003198;1,108600;1,110820;1,107490;-0,000081;-0,000098;1,108220;1,108478
NZD_HKD;2022-06-06T19:03;-999,491482;5,089500;5,079320;5,094590;-0,000526;-0,000758;5,087219;5,095493
NZD_SGD;2022-06-06T19:03;-999,491482;0,893000;0,891210;0,893890;-0,000054;-0,000071;0,892853;0,893740
NZD_CHF;2022-06-06T18:58;-999,491482;0,630100;0,628840;0,630730;-0,000010;-0,000040;0,629849;0,629867
EUR_ZAR;2022-06-06T19:03;-999,491482;16,517100;16,484070;16,533620;0,001063;0,000223;16,512677;16,505257
NZD_JPY;2022-06-06T19:03;-999,491482;85,610000;85,438000;85,696000;0,005350;0,003988;85,572916;85,546489
USD_INR;2022-06-06T19:02;-999,491482;77,760000;77,604000;77,838000;0,000603;-0,001103;77,749227;77,689960
NZD_CAD;2022-06-06T19:03;-999,491482;0,815800;0,814170;0,816620;-0,000075;-0,000059;0,815933;0,816453
EUR_DKK;2022-06-06T19:03;-999,491482;7,439200;7,424320;7,446640;0,000022;0,000008;7,439141;7,439036
USD_THB;2022-06-06T18:40;-999,491357;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
USD_TRY;2022-06-06T19:03;-999,491357;16,572500;16,539360;16,589070;-0,000212;-0,000289;16,572780;16,576564
EUR_TRY;2022-06-06T19:03;-999,491357;17,715500;17,680070;17,733220;-0,001401;-0,001632;17,714416;17,731668
TRY_JPY;2022-06-06T19:01;-999,491357;7,960000;7,944000;7,968000;0,002971;0,003107;7,960660;7,932084
AUD_NZD;2022-06-06T19:03;1998,982714;1,108600;1,110820;1,107490;-0,000081;-0,000098;1,108220;1,108478
NZD_CHF;2022-06-06T19:03;-999,491351;0,630000;0,628740;0,630630;-0,000010;-0,000037;0,629877;0,629868
USD_INR;2022-06-06T19:02;-999,491351;77,760000;77,604000;77,838000;0,000603;-0,001103;77,749227;77,689960
EUR_DKK;2022-06-06T19:03;-999,491351;7,439200;7,424320;7,446640;0,000022;0,000008;7,439141;7,439036
USD_THB;2022-06-06T18:40;-999,491351;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
USD_TRY;2022-06-06T19:03;-999,491351;16,572500;16,539360;16,589070;-0,000212;-0,000289;16,572780;16,576564
EUR_TRY;2022-06-06T19:04;-999,491351;17,714300;17,678870;17,732010;-0,001511;-0,001588;17,719680;17,731486
TRY_JPY;2022-06-06T19:01;-999,491351;7,960000;7,944000;7,968000;0,002971;0,003107;7,960660;7,932084
USD_INR;2022-06-06T19:02;-999,491351;77,760000;77,604000;77,838000;0,000603;-0,001103;77,749227;77,689960
USD_THB;2022-06-06T18:40;-999,491351;34,420000;34,351000;34,455000;0,004955;0,003499;34,413315;34,369146
EUR_HUF;2022-06-06T19:26;-999,486037;387,350000;386,575000;387,738000;-0,082735;-0,079179;387,246829;387,736707
USD_MXN;2022-06-06T19:26;-999,486037;19,603800;19,564590;19,623400;-0,000993;-0,001054;19,608562;19,594717
GBP_USD;2022-06-06T19:26;-999,486037;1,253600;1,251090;1,254850;0,000061;0,000084;1,253913;1,253724
CAD_CHF;2022-06-06T19:26;-999,486111;0,772100;0,770560;0,772870;-0,000026;-0,000015;0,772247;0,771616
EUR_GBP;2022-06-06T19:27;-999,486111;0,852800;0,851090;0,853650;0,000017;-0,000014;0,852744;0,853014
GBP_CHF;2022-06-06T19:27;-999,486111;1,217200;1,214770;1,218420;-0,000013;0,000016;1,217477;1,216246
USD_THB;2022-06-06T19:24;-999,486111;34,420000;34,351000;34,455000;0,005829;0,004964;34,423770;34,371626
USD_ZAR;2022-06-06T19:26;-999,486111;15,457100;15,426190;15,472560;0,001497;0,001383;15,452674;15,435638
EUR_NOK;2022-06-06T19:27;-999,486111;10,085100;10,064930;10,095190;0,001322;0,000855;10,083600;10,076425
GBP_PLN;2022-06-06T19:27;-999,486111;5,381000;5,370240;5,386380;0,000039;0,000235;5,381366;5,378500
EUR_HKD;2022-06-06T19:27;-999,486111;8,388600;8,371820;8,396990;0,000738;0,000595;8,386904;8,390444
CHF_JPY;2022-06-06T19:27;-999,486111;135,830000;135,558000;135,966000;-0,005318;-0,007304;135,850359;135,814872
USD_TRY;2022-06-06T19:26;-999,486111;16,571600;16,538460;16,588170;-0,000081;-0,000245;16,572080;16,575494
EUR_TRY;2022-06-06T19:27;-999,486111;17,718600;17,683160;17,736320;0,001071;0,000619;17,715199;17,728052
TRY_JPY;2022-06-06T19:17;-999,486111;7,950000;7,934000;7,958000;0,000335;0,001989;7,962710;7,934542
CHF_ZAR;2022-06-06T19:27;-999,486111;15,919300;15,887460;15,935220;0,002268;0,002239;15,917732;15,911533
AUD_JPY;2022-06-06T19:27;-999,486111;94,850000;94,660000;94,945000;-0,008958;-0,011696;94,800600;94,837558
EUR_ZAR;2022-06-06T19:27;-999,486111;16,528000;16,494940;16,544530;0,002632;0,002248;16,524597;16,509261
USD_INR;2022-06-06T19:26;-999,486111;77,770000;77,614000;77,848000;0,004513;0,002574;77,766794;77,695278
GBP_USD;2022-06-06T19:27;-999,486111;1,253600;1,251090;1,254850;0,000052;0,000076;1,253878;1,253722
USD_THB;2022-06-06T19:24;-999,486111;34,420000;34,351000;34,455000;0,005829;0,004964;34,423770;34,371626
USD_TRY;2022-06-06T19:27;-999,486111;16,571500;16,538360;16,588070;-0,000071;-0,000196;16,572030;16,575454
EUR_TRY;2022-06-06T19:27;-999,486111;17,719400;17,683960;17,737120;0,001135;0,000626;17,715199;17,728060
TRY_JPY;2022-06-06T19:17;-999,486111;7,950000;7,934000;7,958000;0,000335;0,001989;7,962710;7,934542
USD_INR;2022-06-06T19:26;-999,486111;77,770000;77,614000;77,848000;0,004513;0,002574;77,766794;77,695278
USD_THB;2022-06-06T19:24;-999,486111;34,420000;34,351000;34,455000;0,005829;0,004964;34,423770;34,371626
USD_TRY;2022-06-06T19:27;-999,486111;16,571500;16,538360;16,588070;-0,000071;-0,000196;16,572030;16,575454
EUR_TRY;2022-06-06T19:28;-999,486111;17,718900;17,683460;17,736620;0,001152;0,000736;17,715794;17,727969
TRY_JPY;2022-06-06T19:17;-999,486111;7,950000;7,934000;7,958000;0,000335;0,001989;7,962710;7,934542
USD_INR;2022-06-06T19:26;-999,486111;77,770000;77,614000;77,848000;0,004513;0,002574;77,766794;77,695278
USD_THB;2022-06-06T19:24;-999,486111;34,420000;34,351000;34,455000;0,005829;0,004964;34,423770;34,371626
USD_TRY;2022-06-06T19:28;-999,486111;16,571400;16,538260;16,587970;-0,000069;-0,000157;16,571983;16,575414
EUR_TRY;2022-06-06T19:28;-999,486111;17,719300;17,683860;17,737020;0,001184;0,000740;17,715794;17,727973
EUR_GBP;2022-06-06T23:30;-999,297711;0,853700;0,851990;0,854550;0,000037;0,000049;0,853849;0,853438
USD_THB;2022-06-06T23:29;-999,297711;34,420000;34,351000;34,455000;0,000060;0,000485;34,441080;34,391642
USD_THB;2022-06-07T00:03;-999,288930;34,440000;34,371000;34,475000;0,003706;0,004409;34,445629;34,399551
USD_ZAR;2022-06-07T00:04;-999,288930;15,466600;15,435670;15,482070;0,002396;0,001666;15,462697;15,441485
CHF_JPY;2022-06-07T00:04;-999,288930;136,080000;135,807000;136,217000;-0,002292;0,006356;136,024106;135,955257
USD_THB;2022-06-07T00:06;-999,288930;34,440000;34,371000;34,475000;0,004588;0,004271;34,435882;34,400845
GBP_HKD;2022-06-07T00:06;-999,288930;9,823800;9,804150;9,833620;0,000012;0,000565;9,825204;9,827619
EUR_NZD;2022-06-07T00:06;-999,288930;1,649700;1,646400;1,651350;0,000284;0,000142;1,649574;1,648008
EUR_JPY;2022-06-07T00:06;-999,288930;141,250000;140,967000;141,392000;-0,013295;-0,001983;141,311000;141,154991
USD_TRY;2022-06-07T00:04;-999,288930;16,618200;16,584960;16,634820;-0,000293;0,000147;16,620654;16,608640
GBP_JPY;2022-06-07T00:06;-999,288930;165,470000;165,139000;165,636000;-0,015389;-0,000499;165,438720;165,379197
EUR_TRY;2022-06-07T00:06;-999,288930;17,764200;17,728670;17,781960;-0,000405;0,000617;17,765607;17,758725
USD_JPY;2022-06-07T00:06;-999,288930;132,140000;131,875000;132,273000;-0,013317;-0,007223;132,106654;132,018612
GBP_ZAR;2022-06-07T00:06;-999,288930;19,365900;19,327170;19,385270;0,003100;0,003389;19,367476;19,343734
SGD_JPY;2022-06-07T00:06;-999,288930;95,910000;95,718000;96,006000;-0,010335;0,001334;95,954139;95,877187
ZAR_JPY;2022-06-07T00:06;-999,288930;8,540000;8,522000;8,549000;-0,002538;-0,001313;8,541320;8,543232
TRY_JPY;2022-06-07T00:03;-999,288930;7,950000;7,934000;7,958000;0,000428;0,000651;7,956299;7,943274
AUD_CAD;2022-06-07T00:06;-999,288930;0,904000;0,902190;0,904900;-0,000073;-0,000020;0,904167;0,904595
CHF_ZAR;2022-06-07T00:06;-999,288930;15,923800;15,891950;15,939720;0,003691;0,002955;15,922402;15,902149
NZD_USD;2022-06-07T00:06;-999,288930;0,647900;0,646600;0,648550;-0,000114;-0,000029;0,648009;0,648735
AUD_NZD;2022-06-07T00:07;-999,288930;1,108200;1,105980;1,109310;-0,000033;-0,000009;1,108456;1,108323
NZD_HKD;2022-06-07T00:07;-999,288930;5,083400;5,073230;5,088480;-0,000932;-0,000364;5,083397;5,089637
USD_NOK;2022-06-07T00:07;-999,288930;9,435300;9,416430;9,444740;0,000761;-0,000145;9,428970;9,428089
NZD_SGD;2022-06-07T00:07;-999,288930;0,892600;0,890810;0,893490;-0,000149;-0,000119;0,892786;0,893268
CAD_JPY;2022-06-07T00:07;-999,288930;104,990000;104,780000;105,095000;-0,020653;-0,011266;105,019840;104,937521
NZD_CHF;2022-06-07T00:07;-999,288930;0,629300;0,628040;0,629930;-0,000153;-0,000087;0,629315;0,629927
EUR_SEK;2022-06-07T00:07;-999,288930;10,473500;10,452550;10,483970;0,000186;0,000018;10,471144;10,472008
HKD_JPY;2022-06-07T00:07;-999,288930;16,846400;16,812000;16,864000;-0,001478;-0,001200;16,839519;16,828781
AUD_HKD;2022-06-07T00:07;-999,288930;5,633500;5,622230;5,639130;-0,001234;-0,000455;5,635271;5,641128
AUD_JPY;2022-06-07T00:07;-999,288930;94,900000;94,710000;94,995000;-0,028630;-0,014051;94,930290;94,929358
EUR_ZAR;2022-06-07T00:07;-999,288930;16,532300;16,499240;16,548830;0,002655;0,002706;16,529787;16,510284
EUR_AUD;2022-06-07T00:07;-999,288930;1,488600;1,485620;1,490090;0,000317;0,000163;1,488186;1,486909
NZD_JPY;2022-06-07T00:07;-999,288930;85,630000;85,458000;85,716000;-0,023783;-0,012664;85,648880;85,647830
CHF_HKD;2022-06-07T00:07;-999,288930;8,077600;8,061440;8,085680;0,000575;0,000564;8,079740;8,079133
USD_CAD;2022-06-07T00:07;-999,288930;1,258800;1,256280;1,260060;0,000151;0,000058;1,258587;1,258012
USD_INR;2022-06-06T21:03;-999,288930;77,800000;77,644000;77,878000;0,013053;0,010197;77,802279;77,703831
EUR_CHF;2022-06-07T00:07;-999,288930;1,038200;1,036120;1,039240;-0,000066;-0,000034;1,038008;1,038197
EUR_CAD;2022-06-07T00:07;-999,288930;1,345600;1,342910;1,346950;0,000157;0,000097;1,345422;1,345090
NZD_CAD;2022-06-07T00:07;-999,288930;0,815600;0,813970;0,816420;-0,000054;-0,000026;0,815707;0,816136
EUR_SGD;2022-06-07T00:07;-999,288930;1,472700;1,469750;1,474170;0,000042;-0,000032;1,472221;1,472193
AUD_USD;2022-06-07T00:07;-999,288930;0,718000;0,716560;0,718720;-0,000159;-0,000063;0,718270;0,719020
EUR_USD;2022-06-07T00:07;-999,288930;1,068900;1,066760;1,069970;0,000008;0,000036;1,069118;1,069159
USD_THB;2022-06-07T00:07;-999,288930;34,440000;34,371000;34,475000;0,004408;0,004264;34,438056;34,401234
USD_TRY;2022-06-07T00:07;-999,288930;16,618200;16,584960;16,634820;-0,000348;0,000055;16,620529;16,608735
EUR_TRY;2022-06-07T00:07;-999,288930;17,763900;17,728370;17,781660;-0,000426;0,000379;17,764714;17,758783
ZAR_JPY;2022-06-07T00:07;-999,288930;8,540000;8,522000;8,549000;-0,002597;-0,001639;8,541627;8,543200
TRY_JPY;2022-06-07T00:03;-999,288930;7,950000;7,934000;7,958000;0,000428;0,000651;7,956299;7,943274
EUR_HUF;2022-06-07T00:08;-999,288930;387,270000;386,495000;387,658000;-0,001521;-0,007574;387,291650;387,352115
USD_THB;2022-06-07T00:00;-999,288930;34,440000;34,371000;34,475000;0,013866;0,014625;34,438000;34,346676
USD_SEK;2022-06-07T00:00;1998,577860;9,797700;9,817300;9,787900;0,003898;0,003893;9,786757;9,765776
SGD_CHF;2022-06-07T00:00;-999,288568;0,704900;0,703490;0,705600;0,000253;0,000354;0,705500;0,701352
AUD_SGD;2022-06-07T00:00;-999,288568;0,989500;0,987520;0,990490;-0,000293;-0,000219;0,990430;0,991167
USD_CHF;2022-06-07T00:00;-999,284919;0,971200;0,969260;0,972170;0,000641;0,000736;0,971074;0,964134
USD_TRY;2022-06-07T00:00;-999,284919;16,618200;16,584960;16,634820;0,011085;0,009960;16,629755;16,536838
EUR_CZK;2022-06-07T00:00;-999,284919;24,726900;24,677450;24,751630;-0,000184;-0,000528;24,722560;24,703282
EUR_TRY;2022-06-07T00:00;-999,284919;17,766800;17,731270;17,784570;0,007258;0,006140;17,779591;17,719856
USD_CZK;2022-06-07T00:00;-999,284919;23,127100;23,080850;23,150230;0,005484;0,004975;23,110627;23,053586
ZAR_JPY;2022-06-07T00:00;-999,284919;8,540000;8,522000;8,549000;0,004226;0,005699;8,559222;8,459294
TRY_JPY;2022-06-07T00:00;-999,284919;7,950000;7,934000;7,958000;0,003418;0,002883;7,960000;7,908545
USD_DKK;2022-06-07T00:00;-999,284919;6,958300;6,944380;6,965260;0,001801;0,001751;6,956622;6,942215
EUR_PLN;2022-06-07T00:00;-999,284919;4,586600;4,577430;4,591190;-0,000389;-0,000630;4,584424;4,586326
CAD_SGD;2022-06-07T00:00;-999,284919;1,094400;1,092210;1,095490;0,000006;-0,000023;1,095000;1,092507
USD_CNH;2022-06-07T00:00;-999,284919;6,660900;6,647580;6,667560;0,001385;0,000982;6,655757;6,654839
AUD_CHF;2022-06-07T00:00;-999,284919;0,697600;0,696200;0,698300;0,000054;0,000199;0,698474;0,695188
USD_SGD;2022-06-07T00:00;-999,284919;1,377600;1,374840;1,378980;0,000410;0,000351;1,376965;1,374599
USD_INR;2022-06-06T21:00;-999,284919;77,800000;77,644000;77,878000;0,037796;0,037520;77,753892;77,588446
USD_HUF;2022-06-07T00:00;-999,284919;362,280000;361,555000;362,643000;-0,038524;-0,074456;362,094066;364,629957
USD_THB;2022-06-07T00:00;-999,277919;34,440000;34,371000;34,475000;0,013866;0,014625;34,438000;34,346676
AUD_SGD;2022-06-07T00:00;-999,277919;0,989100;0,987120;0,990090;-0,000325;-0,000222;0,990430;0,991163
USD_TRY;2022-06-07T00:00;-999,277919;16,618200;16,584960;16,634820;0,011085;0,009960;16,629755;16,536838
EUR_TRY;2022-06-07T00:00;-999,277919;17,764200;17,728670;17,781960;0,007050;0,006117;17,779591;17,719830
ZAR_JPY;2022-06-07T00:00;-999,277919;8,540000;8,522000;8,549000;0,004226;0,005699;8,559222;8,459294
TRY_JPY;2022-06-07T00:00;-999,277919;7,950000;7,934000;7,958000;0,003418;0,002883;7,960000;7,908545
USD_INR;2022-06-06T21:00;-999,268913;77,800000;77,644000;77,878000;0,037796;0,037520;77,753892;77,588446
USD_THB;2022-06-07T00:00;-999,268913;34,450000;34,381000;34,485000;0,014664;0,014714;34,438000;34,346775
USD_TRY;2022-06-07T00:00;-999,267494;16,618200;16,584960;16,634820;0,011085;0,009960;16,629755;16,536838
EUR_TRY;2022-06-07T00:00;-999,267494;17,764300;17,728770;17,782060;0,007058;0,006118;17,779591;17,719831
ZAR_JPY;2022-06-07T00:00;-999,267494;8,540000;8,522000;8,549000;0,004226;0,005699;8,559222;8,459294
TRY_JPY;2022-06-07T00:00;-999,267494;7,950000;7,934000;7,958000;0,003418;0,002883;7,960000;7,908545
USD_INR;2022-06-06T21:00;-999,267494;77,800000;77,644000;77,878000;0,037796;0,037520;77,753892;77,588446
USD_THB;2022-06-07T00:00;-999,267369;34,450000;34,381000;34,485000;0,014664;0,014714;34,438000;34,346775
